hive_id,latitude,longitude,date,clock_time,temperature_F,pressure_hPa,cloudiness_percent,humidity_percent,weather_condition_code,weather_overview
DR_WLKS,36.247479,-81.90097,2026-06-23,19:00,65.7,924.2,0,76,0,Mild and humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-24,07:00,51.5,923.9,17,82,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-24,14:00,70.2,926.5,22,62,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-24,19:00,70.1,926.4,0,61,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-25,07:00,54.7,923.2,98,81,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-25,14:00,74.2,927.8,4,67,0,Warm and humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-25,19:00,74.6,926.3,39,67,1,Warm and humid evening with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-26,07:00,59.2,925.6,0,80,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-26,14:00,76.6,929.5,100,70,3,Warm and humid afternoon with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-26,19:00,77.0,927.9,100,63,3,Warm and moderately humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-27,07:00,66.2,925.7,99,80,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-27,14:00,72.3,927.0,99,86,3,Warm and humid afternoon with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-27,19:00,70.7,924.2,100,80,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-28,07:00,65.9,923.5,91,94,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-28,14:00,70.8,923.9,99,85,3,Warm and humid afternoon with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-28,19:00,73.3,924.3,100,79,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-29,07:00,64.2,924.8,16,85,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-29,14:00,79.1,928.9,43,78,1,Warm and humid afternoon with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-29,19:00,80.8,928.7,100,70,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-30,07:00,66.9,926.7,100,89,3,Mild and humid morning with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-06-30,14:00,82.8,929.6,15,68,0,Warm and humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-06-30,19:00,77.7,927.7,7,88,0,Warm and humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-01,07:00,64.9,926.0,0,79,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-01,14:00,85.2,929.9,2,64,0,Hot and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-01,19:00,84.3,929.0,0,62,0,Warm and moderately humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-02,07:00,64.5,926.2,0,68,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-02,14:00,86.1,931.0,0,54,0,Hot and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-02,19:00,84.9,929.3,0,68,0,Warm and humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-03,07:00,66.2,927.1,0,66,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-03,14:00,87.9,931.1,0,49,0,Hot and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-03,19:00,85.6,929.1,87,56,3,Hot and moderately humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-07-04,07:00,65.3,925.6,0,79,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-04,14:00,79.1,927.3,81,86,80,Warm and humid afternoon with mostly cloudy skies and Slight rain showers conditions.
DR_WLKS,36.247479,-81.90097,2026-07-04,19:00,79.1,924.5,2,77,0,Warm and humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-05,07:00,62.6,921.9,43,78,1,Mild and humid morning with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-05,14:00,81.8,925.6,1,64,0,Warm and moderately humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-05,19:00,76.0,923.3,100,82,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-07-06,07:00,64.3,923.1,1,78,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-06,14:00,82.4,926.1,2,69,0,Warm and humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-06,19:00,71.5,923.7,88,88,3,Warm and humid evening with mostly cloudy skies and Overcast conditions.
DR_WLKS,36.247479,-81.90097,2026-07-07,07:00,63.3,923.0,0,80,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-07,14:00,79.5,926.7,16,74,0,Warm and humid afternoon with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-07,19:00,77.8,925.4,5,73,0,Warm and humid evening with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-08,07:00,65.9,924.9,5,78,0,Mild and humid morning with mostly clear skies and Clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-08,14:00,81.1,928.1,27,64,1,Warm and moderately humid afternoon with partly cloudy skies and Mainly clear conditions.
DR_WLKS,36.247479,-81.90097,2026-07-08,19:00,79.5,926.5,41,55,1,Warm and moderately humid evening with partly cloudy skies and Mainly clear conditions.
